
State,County_Name,% hispanic
SD,Sully County,2.91
SD,Todd County,4.34
SD,Tripp County,1.79
SD,Turner County,2.33
SD,Union County,3.01
SD,Walworth County,2.11
SD,Yankton County,4.31
SD,Ziebach County,3.99
TN,Anderson County,2.87
TN,Bedford County,12.1
TN,Benton County,2.35
TN,Bledsoe County,2.3
TN,Blount County,3.3
TN,Bradley County,6.26
TN,Campbell County,1.29
TN,Cannon County,2.34
TN,Carroll County,2.64
TN,Carter County,1.95
TN,Cheatham County,2.97
TN,Chester County,2.61
TN,Claiborne County,1.31
TN,Clay County,2.32
TN,Cocke County,2.41
TN,Coffee County,4.23
TN,Crockett County,10.52
TN,Cumberland County,2.99
TN,Davidson County,10.28
TN,Decatur County,3.32
TN,DeKalb County,8.03
TN,Dickson County,3.58
TN,Dyer County,3.59
TN,Fayette County,2.69
TN,Fentress County,1.57
TN,Franklin County,3.47
TN,Gibson County,2.76
TN,Giles County,2.34
TN,Grainger County,3.23
TN,Greene County,2.84
TN,Grundy County,1.32
TN,Hamblen County,11.93
TN,Hamilton County,5.7
TN,Hancock County,0.52
TN,Hardeman County,1.78
TN,Hardin County,2.64
TN,Hawkins County,1.63
TN,Haywood County,4.44
TN,Henderson County,2.19
TN,Henry County,2.63
TN,Hickman County,2.57
TN,Houston County,2.33
TN,Humphreys County,2.56
TN,Jackson County,2.12
TN,Jefferson County,3.66
TN,Johnson County,2.14
TN,Knox County,4.28
TN,Lake County,2.29
TN,Lauderdale County,2.46
TN,Lawrence County,2.19
TN,Lewis County,2.25
TN,Lincoln County,3.44
TN,Loudon County,8.59
TN,McMinn County,4.1
TN,McNairy County,2.08
TN,Macon County,5.63
TN,Madison County,3.86
TN,Marion County,1.77
TN,Marshall County,5.14
TN,Maury County,5.84
TN,Meigs County,2.01
TN,Monroe County,4.59
TN,Montgomery County,10.09
TN,Moore County,2.04
TN,Morgan County,1.27
TN,Obion County,4.33
TN,Overton County,1.42
TN,Perry County,2.6
TN,Pickett County,1.97
TN,Polk County,2.14
TN,Putnam County,6.43
TN,Rhea County,5.03
TN,Roane County,1.89
TN,Robertson County,6.97
TN,Rutherford County,8.04
TN,Scott County,0.92
TN,Sequatchie County,3.64
TN,Sevier County,6.02
TN,Shelby County,6.36
TN,Smith County,2.66
TN,Stewart County,2.84
TN,Sullivan County,1.87
TN,Sumner County,4.92
TN,Tipton County,2.82
TN,Trousdale County,2.64
TN,Unicoi County,4.81
TN,Union County,1.62
TN,Van Buren County,1.53
TN,Warren County,9.12
TN,Washington County,3.45
TN,Wayne County,2.08
TN,Weakley County,2.45
TN,White County,2.56
TN,Williamson County,4.8
TN,Wilson County,4.22
TX,Anderson County,17.82
TX,Andrews County,56.19
TX,Angelina County,22.18
TX,Aransas County,27.66
TX,Archer County,8.68
TX,Armstrong County,7.5
TX,Atascosa County,64.47
TX,Austin County,27.14
TX,Bailey County,64.29
TX,Bandera County,18.8
TX,Bastrop County,37.84
TX,Baylor County,13.15
TX,Bee County,59.08
TX,Bell County,24.81
TX,Bexar County,60.31
TX,Blanco County,19.66
TX,Borden County,19.47
TX,Bosque County,18.7
TX,Bowie County,7.76
TX,Brazoria County,30.64
TX,Brazos County,25.75
TX,Brewster County,45.41
TX,Briscoe County,25.39
TX,Brooks County,89.8
TX,Brown County,22.35
TX,Burleson County,20.63
TX,Burnet County,22.5
TX,Caldwell County,52.27
TX,Calhoun County,48.76
TX,Callahan County,9.8
TX,Cameron County,89.72
TX,Camp County,25.06
TX,Carson County,10.23
TX,Cass County,4.53
TX,Castro County,65.41
TX,Chambers County,22.28
TX,Cherokee County,23.28
TX,Childress County,30.93
TX,Clay County,6.11
TX,Cochran County,58.08
TX,Coke County,21.17
TX,Coleman County,17.78
TX,Collin County,15.31
TX,Collingsworth County,34.15
TX,Colorado County,29.88
TX,Comal County,27.52
TX,Comanche County,27.95
TX,Concho County,36.62
TX,Cooke County,18.15
TX,Coryell County,18.29
TX,Cottle County,24.44
TX,Crane County,63.31
TX,Crockett County,65.68
TX,Crosby County,56.28
TX,Culberson County,73.11
TX,Dallam County,46.59
TX,Dallas County,40.23
TX,Dawson County,57.43
TX,Deaf Smith County,73.06
TX,Delta County,7.57
TX,Denton County,19.45
TX,DeWitt County,35.32
TX,Dickens County,29.56
TX,Dimmit County,87.46
TX,Donley County,11.24
TX,Duval County,89.56
TX,Eastland County,16.59
TX,Ector County,60.58
TX,Edwards County,55.09
TX,Ellis County,26.33
TX,El Paso County,82.81
TX,Erath County,21.36
TX,Falls County,23.34
TX,Fannin County,11.05
TX,Fayette County,21.29
TX,Fisher County,28.35
TX,Floyd County,59.04
TX,Foard County,17.76
TX,Fort Bend County,24.49
TX,Franklin County,14.54
TX,Freestone County,15.4
TX,Frio County,79.19
TX,Gaines County,41.92
TX,Galveston County,24.57
TX,Garza County,52.02
TX,Gillespie County,23.53
TX,Glasscock County,37.17
TX,Goliad County,36.43
TX,Gonzales County,50.98
TX,Gray County,28.91
TX,Grayson County,13.4
TX,Gregg County,18.95
TX,Grimes County,24.36
TX,Guadalupe County,38.01
TX,Hale County,59.41
TX,Hall County,34.06
TX,Hamilton County,12.48
TX,Hansford County,47.4
TX,Hardeman County,23.26
TX,Hardin County,5.73
TX,Harris County,42.95
TX,Harrison County,13.49
TX,Hartley County,26.81
TX,Haskell County,29.2
TX,Hays County,39.03
TX,Hemphill County,33.15
TX,Henderson County,12.9
TX,Hidalgo County,92.2
TX,Hill County,20.81
TX,Hockley County,48.09
TX,Hood County,12.71
TX,Hopkins County,16.92
TX,Houston County,10.96
TX,Howard County,42.39
TX,Hudspeth County,77.77
TX,Hunt County,16.43
TX,Hutchinson County,23.39
TX,Irion County,26.32
TX,Jack County,16.88
TX,Jackson County,33.42
TX,Jasper County,6.69
TX,Jeff Davis County,34.12
TX,Jefferson County,20.77
TX,Jim Hogg County,92.81
TX,Jim Wells County,80.62
TX,Johnson County,21.33
TX,Jones County,27.9
TX,Karnes County,53.97
TX,Kaufman County,21.43
TX,Kendall County,24.15
TX,Kenedy County,74.34
TX,Kent County,19.92
TX,Kerr County,26.84
TX,Kimble County,24.58
TX,King County,18.24
TX,Kinney County,59.55
TX,Kleberg County,72.89
TX,Knox County,34.61
TX,Lamar County,7.86
TX,Lamb County,56.05
TX,Lampasas County,20.04
TX,La Salle County,86.43
TX,Lavaca County,18.82
TX,Lee County,23.45
TX,Leon County,14.55
TX,Liberty County,24.78
TX,Limestone County,22.38
TX,Lipscomb County,33.63
TX,Live Oak County,40.02
TX,Llano County,10.65
TX,Loving County,19.4
TX,Lubbock County,35.51
TX,Lynn County,47.4
TX,McCulloch County,32.42
TX,McLennan County,26.44
TX,McMullen County,42.42
TX,Madison County,22.97
TX,Marion County,4.0
TX,Martin County,47.12
TX,Mason County,25.39
TX,Matagorda County,42.69
TX,Maverick County,95.12
TX,Medina County,51.87
TX,Menard County,36.11
TX,Midland County,44.99
TX,Milam County,26.56
TX,Mills County,18.61
TX,Mitchell County,39.47
TX,Montague County,11.3
TX,Montgomery County,24.09
TX,Moore County,55.35
TX,Morris County,9.96
TX,Motley County,16.83
TX,Nacogdoches County,19.51
TX,Navarro County,27.35
TX,Newton County,3.58
TX,Nolan County,37.89
TX,Nueces County,63.88
TX,Ochiltree County,54.49
TX,Oldham County,15.56
TX,Orange County,7.71
TX,Palo Pinto County,19.87
TX,Panola County,8.75
TX,Parker County,12.19
TX,Parmer County,63.45
TX,Pecos County,68.84
TX,Polk County,15.31
TX,Potter County,38.34
TX,Presidio County,83.59
TX,Rains County,9.07
TX,Randall County,21.77
TX,Reagan County,68.49
TX,Real County,27.56
TX,Red River County,7.59
TX,Reeves County,75.27
TX,Refugio County,49.99
TX,Roberts County,11.3
TX,Robertson County,20.86
TX,Rockwall County,17.73
TX,Runnels County,34.33
TX,Rusk County,16.88
TX,Sabine County,4.46
TX,San Augustine County,7.09
TX,San Jacinto County,13.06
TX,San Patricio County,57.94
TX,San Saba County,30.26
TX,Schleicher County,53.12
TX,Scurry County,40.58
TX,Shackelford County,11.6
TX,Shelby County,18.53
TX,Sherman County,44.18
TX,Smith County,19.65
TX,Somervell County,18.67
TX,Starr County,96.32
TX,Stephens County,23.97
TX,Sterling County,40.0
TX,Stonewall County,18.44
TX,Sutton County,62.65
TX,Swisher County,44.09
TX,Tarrant County,28.89
TX,Taylor County,24.48
TX,Terrell County,52.72
TX,Terry County,55.07
TX,Throckmorton County,14.41
TX,Titus County,43.28
TX,Tom Green County,39.97
TX,Travis County,33.92
TX,Trinity County,9.74
TX,Tyler County,7.69
TX,Upshur County,8.69
TX,Upton County,53.54
TX,Uvalde County,71.44
TX,Val Verde County,82.34
TX,Van Zandt County,10.91
TX,Victoria County,46.99
TX,Walker County,18.12
TX,Waller County,30.13
TX,Ward County,53.63
TX,Washington County,16.32
TX,Webb County,95.52
TX,Wharton County,41.41
TX,Wheeler County,25.61
TX,Wichita County,19.17
TX,Wilbarger County,29.33
TX,Willacy County,88.26
TX,Williamson County,24.52
TX,Wilson County,39.8
TX,Winkler County,60.79
TX,Wise County,19.49
TX,Wood County,10.07
TX,Yoakum County,66.57
TX,Young County,18.95
TX,Zapata County,94.44
TX,Zavala County,93.94
UT,Beaver County,11.56
UT,Box Elder County,9.37
UT,Cache County,10.8
UT,Carbon County,13.12
UT,Daggett County,3.69
UT,Davis County,9.66
UT,Duchesne County,8.28
UT,Emery County,6.3
UT,Garfield County,5.95
UT,Grand County,10.33
UT,Iron County,8.81
UT,Juab County,4.68
UT,Kane County,4.73
UT,Millard County,13.33
UT,Morgan County,2.67
UT,Piute County,7.75
UT,Rich County,6.32
UT,Salt Lake County,18.28
UT,San Juan County,5.43
UT,Sanpete County,9.77
UT,Sevier County,5.06
UT,Summit County,11.18
UT,Tooele County,12.3
UT,Uintah County,8.25
UT,Utah County,11.76
UT,Wasatch County,13.65
UT,Washington County,10.36
UT,Wayne County,6.03
UT,Weber County,18.35
VT,Addison County,2.3
VT,Bennington County,1.96
VT,Caledonia County,1.63
VT,Chittenden County,2.34
VT,Essex County,1.48
VT,Franklin County,1.55
VT,Grand Isle County,2.13
VT,Lamoille County,1.86
VT,Orange County,1.46
VT,Orleans County,1.43
VT,Rutland County,1.52
VT,Washington County,1.96
VT,Windham County,2.34
VT,Windsor County,1.62
VA,Accomack County,9.08
VA,Albemarle County,5.84
VA,Alleghany County,1.53
VA,Amelia County,2.99
VA,Amherst County,2.39
VA,Appomattox County,1.42
VA,Arlington County,15.64
VA,Augusta County,2.68
VA,Bath County,1.98
VA,Bedford County,2.2
VA,Bland County,0.72
VA,Botetourt County,1.78
VA,Brunswick County,2.36
VA,Buchanan County,0.72
VA,Buckingham County,2.55
VA,Campbell County,2.45
VA,Caroline County,4.77
VA,Carroll County,3.21
VA,Charles City County,1.91
VA,Charlotte County,2.05
VA,Chesterfield County,8.84
VA,Clarke County,5.79
VA,Craig County,1.52
VA,Culpeper County,10.67
VA,Cumberland County,2.74
VA,Dickenson County,0.92
VA,Dinwiddie County,3.54
VA,Essex County,3.55
VA,Fairfax County,16.25
VA,Fauquier County,8.34
VA,Floyd County,3.0
VA,Fluvanna County,3.41
VA,Franklin County,2.82
VA,Frederick County,8.48
VA,Giles County,1.65
VA,Gloucester County,3.65
VA,Goochland County,2.81
VA,Grayson County,3.33
VA,Greene County,6.14
VA,Greensville County,2.43
VA,Halifax County,2.11
VA,Hanover County,3.06
VA,Henrico County,5.65
VA,Henry County,5.39
VA,Highland County,1.36
VA,Isle of Wight County,3.15
VA,James City County,5.67
VA,King and Queen County,3.11
VA,King George County,5.14
VA,King William County,2.62
VA,Lancaster County,1.86
VA,Lee County,1.87
VA,Loudoun County,13.87
VA,Louisa County,2.9
VA,Lunenburg County,4.49
VA,Madison County,2.65
VA,Mathews County,2.55
VA,Mecklenburg County,2.9
VA,Middlesex County,2.58
VA,Montgomery County,3.21
VA,Nelson County,4.34
VA,New Kent County,3.53
VA,Northampton County,8.82
VA,Northumberland County,3.71
VA,Nottoway County,4.28
VA,Orange County,4.94
VA,Page County,1.96
VA,Patrick County,3.05
VA,Pittsylvania County,2.58
VA,Powhatan County,2.15
VA,Prince Edward County,2.52
VA,Prince George County,7.92
VA,Prince William County,23.61
VA,Pulaski County,1.79
VA,Rappahannock County,3.78
VA,Richmond County,7.32
VA,Roanoke County,3.12
VA,Rockbridge County,1.84
VA,Rockingham County,7.02
VA,Russell County,1.44
VA,Scott County,1.35
VA,Shenandoah County,7.4
VA,Smyth County,2.09
VA,Southampton County,1.81
VA,Spotsylvania County,9.84
VA,Stafford County,12.79
VA,Surry County,2.31
VA,Sussex County,2.99
VA,Tazewell County,0.96
VA,Warren County,4.51
VA,Washington County,1.58
VA,Westmoreland County,6.46
VA,Wise County,1.3
VA,Wythe County,1.28
VA,York County,6.51
VA,Alexandria city,16.64
VA,Bristol city,2.42
VA,Buena Vista city,2.83
VA,Charlottesville city,5.61
VA,Chesapeake city,6.17
VA,Colonial Heights city,5.93
VA,Covington city,2.17
VA,Danville city,4.44
VA,Emporia city,6.83
VA,Fairfax city,17.24
VA,Falls Church city,11.26
VA,Franklin city,2.62
VA,Fredericksburg city,10.62
VA,Galax city,15.29
VA,Hampton city,5.73
VA,Harrisonburg city,19.76
VA,Hopewell city,7.72
VA,Lexington city,3.52
VA,Lynchburg city,4.02
VA,Manassas city,37.01
VA,Manassas Park city,39.57
VA,Martinsville city,5.66
VA,Newport News city,9.08
VA,Norfolk city,8.01
VA,Norton city,4.17
VA,Petersburg city,5.19
VA,Poquoson city,2.56
VA,Portsmouth city,4.44
VA,Radford city,2.81
VA,Richmond city,6.74
VA,Roanoke city,6.38
VA,Salem city,3.41
VA,Staunton city,3.15
VA,Suffolk city,4.44
VA,Virginia Beach city,8.15
VA,Waynesboro city,7.72
VA,Williamsburg city,7.92
VA,Winchester city,17.3
WA,Adams County,63.26
WA,Asotin County,4.02
WA,Benton County,21.9
WA,Chelan County,28.13
WA,Clallam County,6.33
WA,Clark County,9.65
WA,Columbia County,8.33
WA,Cowlitz County,9.03
WA,Douglas County,31.77
WA,Ferry County,4.56
WA,Franklin County,53.28
WA,Garfield County,5.7
WA,Grant County,41.7
WA,Grays Harbor County,10.0
WA,Island County,7.86
WA,Jefferson County,3.61
WA,King County,9.71
WA,Kitsap County,7.77
WA,Kittitas County,8.93
WA,Klickitat County,12.32
WA,Lewis County,10.14
WA,Lincoln County,3.39
WA,Mason County,9.89
WA,Okanogan County,20.04
WA,Pacific County,9.75
WA,Pend Oreille County,3.98
WA,Pierce County,10.91
WA,San Juan County,6.37
WA,Skagit County,18.32
WA,Skamania County,6.05
WA,Snohomish County,10.21
WA,Spokane County,5.74
WA,Stevens County,3.76
WA,Thurston County,8.99
WA,Wahkiakum County,5.04
WA,Walla Walla County,21.32
WA,Whatcom County,9.4
WA,Whitman County,6.43
WA,Yakima County,49.44
WV,Barbour County,0.96
WV,Berkeley County,4.32
WV,Boone County,0.65
WV,Braxton County,0.73
WV,Brooke County,0.93
WV,Cabell County,1.42
WV,Calhoun County,1.2
WV,Clay County,0.82
WV,Doddridge County,0.83
WV,Fayette County,1.15
WV,Gilmer County,5.56
WV,Grant County,1.28
WV,Greenbrier County,2.03
WV,Hampshire County,1.43
WV,Hancock County,1.65
WV,Hardy County,4.64
WV,Harrison County,1.63
WV,Jackson County,0.85
WV,Jefferson County,5.68
WV,Kanawha County,1.12
WV,Lewis County,1.2
WV,Lincoln County,0.69
WV,Logan County,0.93
WV,McDowell County,1.23
WV,Marion County,1.36
WV,Marshall County,1.03
WV,Mason County,0.74
WV,Mercer County,1.1
WV,Mineral County,0.91
WV,Mingo County,0.67
WV,Monongalia County,2.17
WV,Monroe County,0.89
WV,Morgan County,1.58
WV,Nicholas County,0.79
WV,Ohio County,1.1
WV,Pendleton County,1.13
WV,Pleasants County,1.08
WV,Pocahontas County,1.48
WV,Preston County,1.15
WV,Putnam County,1.13
WV,Raleigh County,1.63
WV,Randolph County,0.96
WV,Ritchie County,0.88
WV,Roane County,1.08
WV,Summers County,1.69
WV,Taylor County,1.0
WV,Tucker County,0.75
WV,Tyler County,0.78
WV,Upshur County,1.37
WV,Wayne County,0.62
WV,Webster County,0.76
WV,Wetzel County,0.8
WV,Wirt County,0.78
WV,Wood County,1.12
WV,Wyoming County,0.7
WI,Adams County,3.96
WI,Ashland County,2.85
WI,Barron County,2.55
WI,Bayfield County,2.05
WI,Brown County,8.72
WI,Buffalo County,2.33
WI,Burnett County,1.87
WI,Calumet County,4.41
WI,Chippewa County,1.89
WI,Clark County,4.8
WI,Columbia County,3.36
WI,Crawford County,1.57
WI,Dane County,6.48
WI,Dodge County,4.86
WI,Door County,3.06
WI,Douglas County,1.61
WI,Dunn County,1.92
WI,Eau Claire County,2.45
WI,Florence County,0.98
WI,Fond du Lac County,5.25
WI,Forest County,2.3
WI,Grant County,1.72
WI,Green County,3.07
WI,Green Lake County,4.86
WI,Iowa County,1.77
WI,Iron County,1.3
WI,Jackson County,3.49
WI,Jefferson County,7.14
WI,Juneau County,3.07
WI,Kenosha County,13.17
WI,Kewaunee County,3.14
WI,La Crosse County,1.9
WI,Lafayette County,3.83
WI,Langlade County,2.08
WI,Lincoln County,1.54
WI,Manitowoc County,3.95
WI,Marathon County,2.88
WI,Marinette County,1.73
WI,Marquette County,3.45
WI,Menominee County,5.59
WI,Milwaukee County,15.14
WI,Monroe County,4.5
WI,Oconto County,1.79
WI,Oneida County,1.58
WI,Outagamie County,4.42
WI,Ozaukee County,2.94
WI,Pepin County,2.0
WI,Pierce County,2.07
WI,Polk County,1.93
WI,Portage County,3.22
WI,Price County,1.67
WI,Racine County,13.16
WI,Richland County,2.23
WI,Rock County,8.84
WI,Rusk County,1.97
WI,St. Croix County,2.4
WI,Sauk County,5.02
WI,Sawyer County,2.67
WI,Shawano County,2.85
WI,Sheboygan County,6.49
WI,Taylor County,1.97
WI,Trempealeau County,8.45
WI,Vernon County,1.6
WI,Vilas County,2.52
WI,Walworth County,11.36
WI,Washburn County,1.87
WI,Washington County,3.28
WI,Waukesha County,4.76
WI,Waupaca County,3.16
WI,Waushara County,6.69
WI,Winnebago County,4.07
WI,Wood County,3.02
WY,Albany County,9.59
WY,Big Horn County,8.85
WY,Campbell County,8.48
WY,Carbon County,18.57
WY,Converse County,8.05
WY,Crook County,2.32
WY,Fremont County,6.79
WY,Goshen County,10.67
WY,Hot Springs County,3.83
WY,Johnson County,4.73
WY,Laramie County,14.76
WY,Lincoln County,4.73
WY,Natrona County,8.44
WY,Niobrara County,3.59
WY,Park County,5.99
WY,Platte County,8.19
WY,Sheridan County,4.49
WY,Sublette County,7.23
WY,Sweetwater County,16.25
WY,Teton County,14.98
WY,Uinta County,9.16
WY,Washakie County,14.25
WY,Weston County,4.19
AS,Eastern District,
AS,Manu'a District,
AS,Western District,
GU,Guam,
MP,Northern Islands Municipality,
MP,Rota Municipality,
MP,Saipan Municipality,
MP,Tinian Municipality,
PR,Adjuntas Municipio,
PR,Aguada Municipio,
PR,Aguadilla Municipio,
PR,Aguas Buenas Municipio,
PR,Aibonito Municipio,
PR,A�asco Municipio,
PR,Arecibo Municipio,
PR,Arroyo Municipio,
PR,Barceloneta Municipio,
PR,Barranquitas Municipio,
PR,Bayam�n Municipio,
PR,Cabo Rojo Municipio,
PR,Caguas Municipio,
PR,Camuy Municipio,
PR,Can�vanas Municipio,
PR,Carolina Municipio,
PR,Cata�o Municipio,
PR,Cayey Municipio,
PR,Ceiba Municipio,
PR,Ciales Municipio,
PR,Cidra Municipio,
PR,Coamo Municipio,
PR,Comer�o Municipio,
PR,Corozal Municipio,
PR,Culebra Municipio,
PR,Dorado Municipio,
PR,Fajardo Municipio,
PR,Florida Municipio,
PR,Gu�nica Municipio,
PR,Guayama Municipio,
PR,Guayanilla Municipio,
PR,Guaynabo Municipio,
PR,Gurabo Municipio,
PR,Hatillo Municipio,
PR,Hormigueros Municipio,
PR,Humacao Municipio,
PR,Isabela Municipio,
PR,Jayuya Municipio,
PR,Juana D�az Municipio,
PR,Juncos Municipio,
PR,Lajas Municipio,
PR,Lares Municipio,
PR,Las Mar�as Municipio,
PR,Las Piedras Municipio,
PR,Lo�za Municipio,
PR,Luquillo Municipio,
PR,Manat� Municipio,
PR,Maricao Municipio,
PR,Maunabo Municipio,
PR,Mayag�ez Municipio,
PR,Moca Municipio,
PR,Morovis Municipio,
PR,Naguabo Municipio,
PR,Naranjito Municipio,
PR,Orocovis Municipio,
PR,Patillas Municipio,
PR,Pe�uelas Municipio,
PR,Ponce Municipio,
PR,Quebradillas Municipio,
PR,Rinc�n Municipio,
PR,R�o Grande Municipio,
PR,Sabana Grande Municipio,
PR,Salinas Municipio,
PR,San Germ�n Municipio,
PR,San Juan Municipio,
PR,San Lorenzo Municipio,
PR,San Sebasti�n Municipio,
PR,Santa Isabel Municipio,
PR,Toa Alta Municipio,
PR,Toa Baja Municipio,
PR,Trujillo Alto Municipio,
PR,Utuado Municipio,
PR,Vega Alta Municipio,
PR,Vega Baja Municipio,
PR,Vieques Municipio,
PR,Villalba Municipio,
PR,Yabucoa Municipio,
PR,Yauco Municipio,
VI,St. Croix Island,
VI,St. John Island,
VI,St. Thomas Island,
